date: 2006-04-21 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13815422478658373
date: 2006-04-24 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14337948482695656
date: 2006-04-25 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11041609897145799
date: 2006-04-26 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0634640799151387
date: 2006-04-27 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.023860108837142957
date: 2006-04-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.013862893742807803
date: 2006-05-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.012918500217701023
date: 2006-05-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.004959341806210604
date: 2006-05-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.016785114660002542
date: 2006-05-04 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.014011211068298446
date: 2006-05-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03246430074318091
date: 2006-05-08 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06123719601753985
date: 2006-05-09 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04580797495236566
date: 2006-05-10 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.032394231569239706
date: 2006-05-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04816070529871119
date: 2006-05-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09217230444852559
date: 2006-05-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04880883356324772
date: 2006-05-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.016587844588364486
date: 2006-05-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.009868553264452185
date: 2006-05-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.02154992525368815
date: 2006-05-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07188375288966603
date: 2006-05-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11104214600926288
date: 2006-05-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.08215125278893139
date: 2006-05-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06666064809735178
date: 2006-05-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07207601099031234
date: 2006-05-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.056719087813289534
date: 2006-05-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.01163003463610058
date: 2006-05-31 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.019675650578779597
date: 2006-06-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.05866318785308865
date: 2006-06-02 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07492298590826596
date: 2006-06-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.05144954427505572
date: 2006-06-06 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04741144027044752
date: 2006-06-07 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04062481024732412
date: 2006-06-08 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.058847936499645065
date: 2006-06-09 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07937824211132678
date: 2006-06-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07054183919410266
date: 2006-06-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.12569836065463014
date: 2006-06-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.14796498402766073
date: 2006-06-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.13602268656132116
date: 2006-06-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0941094165930989
date: 2006-06-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09577630322622394
date: 2006-06-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.12009316735246
date: 2006-06-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10940084257417304
date: 2006-06-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.05494724757893954
date: 2006-06-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04712165162182169
date: 2006-06-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03140346633167923
date: 2006-06-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.004890294810749207
date: 2006-06-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.05334106039452663
date: 2006-06-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07030301879278811
date: 2006-06-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10792061419821278
date: 2006-07-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.17300781191367842
date: 2006-07-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.2006280116974718
date: 2006-07-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.20449932496835016
date: 2006-07-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.19746035523673244
date: 2006-07-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.18386440384088626
date: 2006-07-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1960623291093252
date: 2006-07-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.19179024506444564
date: 2006-07-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.19127663982431847
date: 2006-07-14 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.18862178634379112
date: 2006-07-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.16202140355382455
date: 2006-07-18 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11758520232779662
date: 2006-07-19 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.022027658935596717
date: 2006-07-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.011716426690751847
date: 2006-07-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04066361382465106
date: 2006-07-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09057882465160932
date: 2006-07-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1028512670553966
date: 2006-07-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.13850968966371074
date: 2006-07-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.12404240074661876
date: 2006-07-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09916973788369543
date: 2006-07-31 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0969746201837588
date: 2006-08-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0706403758313392
date: 2006-08-02 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.028493047160541712
date: 2006-08-03 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.01944161408433026
date: 2006-08-04 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0014128389439762856
date: 2006-08-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.024281107069195867
date: 2006-08-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04229584446270664
date: 2006-08-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03592679076900564
date: 2006-08-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02937614985723641
date: 2006-08-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.01941338998108036
date: 2006-08-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0429424360934299
date: 2006-08-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.057702654639629314
date: 2006-08-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06098586791015048
date: 2006-08-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0907436711094641
date: 2006-08-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09735787450902045
date: 2006-08-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11416390235334617
date: 2006-08-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10718585533431524
date: 2006-08-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10933101270550344
date: 2006-08-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.08873510997673298
date: 2006-08-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06209759408250176
date: 2006-08-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06376214071434813
date: 2006-08-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06193321636040655
date: 2006-08-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07815880572994108
date: 2006-08-31 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03419449546078798
date: 2006-09-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.010286136044683564
date: 2006-09-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0029555783305083294
date: 2006-09-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0064733750582703364
date: 2006-09-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.012357993592350014
date: 2006-09-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0026022115901125353
date: 2006-09-11 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03141373629176225
date: 2006-09-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06614407077624251
date: 2006-09-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09843541376796805
date: 2006-09-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1028380267935538
date: 2006-09-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1250779127443437
date: 2006-09-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11876898508686617
date: 2006-09-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11650118104803175
date: 2006-09-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11574037194017844
date: 2006-09-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11860956177688681
date: 2006-09-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0969498321616517
date: 2006-09-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10297682278951314
date: 2006-09-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07245859038883551
date: 2006-09-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03449815050753968
date: 2006-09-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.014080726219441897
date: 2006-09-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.049263806383215425
date: 2006-10-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09747453102618692
date: 2006-10-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07613781200144282
date: 2006-10-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03438475548095954
date: 2006-10-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.05446127563319292
date: 2006-10-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06863147230236977
date: 2006-10-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08285301450481763
date: 2006-10-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0774555755566611
date: 2006-10-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06055704869776257
date: 2006-10-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03398848551531389
date: 2006-10-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.05404650161692834
date: 2006-10-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07065053184411849
date: 2006-10-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1130567655393912
date: 2006-10-18 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10326627193560899
date: 2006-10-19 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09096976228480495
date: 2006-10-20 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07617588723648094
date: 2006-10-23 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.037388636939974906
date: 2006-10-24 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.027590851472350547
date: 2006-10-25 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.014144443834183895
date: 2006-10-26 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.032430770314047314
date: 2006-10-27 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06179556716575821
date: 2006-10-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.034069179837900365
date: 2006-10-31 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.020686818821005037
date: 2006-11-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0027430805368915123
date: 2006-11-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.013467695394082463
date: 2006-11-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.018697308563483783
date: 2006-11-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.033865468089098794
date: 2006-11-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04446809757540701
date: 2006-11-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0332464902380572
date: 2006-11-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08267464288758702
date: 2006-11-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06829906928586943
date: 2006-11-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03611977386083748
date: 2006-11-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0012853982096412142
date: 2006-11-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03198373211256689
date: 2006-11-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0367446161390097
date: 2006-11-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06189465264853558
date: 2006-11-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0487739518006675
date: 2006-11-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.02648856670138981
date: 2006-11-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.019648159653239655
date: 2006-11-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.013011812360303285
date: 2006-11-27 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.022828585742854374
date: 2006-11-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.015066430720944768
date: 2006-11-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.023663074393974692
date: 2006-11-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07366773706626296
date: 2006-12-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11753110954996154
date: 2006-12-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12634090711426837
date: 2006-12-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11777462244722062
date: 2006-12-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07507249630661667
date: 2006-12-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03522532786437049
date: 2006-12-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02768676483163357
date: 2006-12-11 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.004907487291433477
date: 2006-12-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.021308572291654726
date: 2006-12-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.029411998758136354
date: 2006-12-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.02709192413429072
date: 2006-12-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.006335091041635911
date: 2006-12-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.051644001035638445
date: 2006-12-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10942022312281899
date: 2006-12-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1102818325827308
date: 2006-12-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09893650741485266
date: 2006-12-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0896022058703536
date: 2006-12-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10071486740390237
date: 2006-12-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09341636799719229
date: 2006-12-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0925025595390336
date: 2006-12-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0830678518883001
date: 2007-01-03 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.08734628397401561
date: 2007-01-04 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11983663318322171
date: 2007-01-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.172072059821675
date: 2007-01-08 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.168005084698109
date: 2007-01-09 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1811630401587901
date: 2007-01-10 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.17652662778746275
date: 2007-01-11 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1792782371150191
date: 2007-01-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.163047117980047
date: 2007-01-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.12608992815980646
date: 2007-01-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.12130703714270463
date: 2007-01-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07379448683681789
date: 2007-01-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.051646027373145276
date: 2007-01-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.011325276937833806
date: 2007-01-23 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02227907938256035
date: 2007-01-24 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08426107373140423
date: 2007-01-25 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12358937100898904
date: 2007-01-26 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10522370108084883
date: 2007-01-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09750702149538559
date: 2007-01-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09008297036088808
date: 2007-01-31 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11506323006472624
date: 2007-02-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14904910042886826
date: 2007-02-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.15541682766885456
date: 2007-02-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1717054647836086
date: 2007-02-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.17233307386380314
date: 2007-02-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.144968835510596
date: 2007-02-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09734008730346692
date: 2007-02-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08802498484639701
date: 2007-02-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.062011251486020796
date: 2007-02-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06378955972231132
