date: 2009-12-11 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1015130414151833
date: 2009-12-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11482469794517207
date: 2009-12-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10079911096632288
date: 2009-12-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07713907524996425
date: 2009-12-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06053118858355448
date: 2009-12-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.050618737190668714
date: 2009-12-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.042406008583018226
date: 2009-12-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04196335481953668
date: 2009-12-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.01629446114499214
date: 2009-12-24 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.027609547086071107
date: 2009-12-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06957416169349714
date: 2009-12-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09260284792707862
date: 2009-12-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12502476010380398
date: 2009-12-31 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08524217938492536
date: 2010-01-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10130212992907485
date: 2010-01-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09358768191421744
date: 2010-01-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13878134795461083
date: 2010-01-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.15078008836308254
date: 2010-01-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13433179732994738
date: 2010-01-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10474091971847913
date: 2010-01-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0564141641357299
date: 2010-01-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.00435029244413318
date: 2010-01-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03712188695126559
date: 2010-01-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.08156691693875373
date: 2010-01-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10857303451878908
date: 2010-01-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.13761950409188953
date: 2010-01-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.16738616780967677
date: 2010-01-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.19457823558393295
date: 2010-01-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1936740068519524
date: 2010-01-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.20089876875154142
date: 2010-01-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.21368767578841108
date: 2010-01-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.21474500317044137
date: 2010-01-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.23203932729537613
date: 2010-02-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.18009613671819896
date: 2010-02-02 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09549999009788346
date: 2010-02-03 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04223183715881684
date: 2010-02-04 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06064763265082662
date: 2010-02-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.08977271129637843
date: 2010-02-08 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11037792813704828
date: 2010-02-09 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.057312068068918975
date: 2010-02-10 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.023297438562063344
date: 2010-02-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03636416629773953
date: 2010-02-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04792095001489971
date: 2010-02-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10815122663908983
date: 2010-02-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13499184518415352
date: 2010-02-18 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14502505288742457
date: 2010-02-19 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1684013490378733
date: 2010-02-22 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.16378099633808124
date: 2010-02-23 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12298046037386548
date: 2010-02-24 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1162983187209359
date: 2010-02-25 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.062538908378941
date: 2010-02-26 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0517485582614665
date: 2010-03-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02512559826027723
date: 2010-03-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03195366179330278
date: 2010-03-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03718004457213031
date: 2010-03-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.018377741042696294
date: 2010-03-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.026744839319359837
date: 2010-03-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.019860973218143146
date: 2010-03-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.021349211702387794
date: 2010-03-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02973999000648856
date: 2010-03-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0078500587687763
date: 2010-03-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03696356111366722
date: 2010-03-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07553969056347731
date: 2010-03-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.07166420913558963
date: 2010-03-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04048819782109439
date: 2010-03-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.029124972317752768
date: 2010-03-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.032447329992041085
date: 2010-03-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04413180806129123
date: 2010-03-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.028731350979904473
date: 2010-03-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.05347796857038257
date: 2010-03-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06405794579720746
date: 2010-03-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.06385811625374592
date: 2010-03-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.034247813793322396
date: 2010-03-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.02059857105126816
date: 2010-03-31 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0035770224990291366
date: 2010-04-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02991277711812609
date: 2010-04-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09215868339426758
date: 2010-04-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10792580439280287
date: 2010-04-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1204513328451045
date: 2010-04-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12190118276047698
date: 2010-04-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10704671386666988
date: 2010-04-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10482929850033908
date: 2010-04-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09592606804828893
date: 2010-04-14 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09383649412742412
date: 2010-04-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10028834123542146
date: 2010-04-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06567741327869969
date: 2010-04-19 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0158121071598403
date: 2010-04-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.012883871426048576
date: 2010-04-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.007739745948501381
date: 2010-04-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.001634088768873887
date: 2010-04-23 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.004462980568436692
date: 2010-04-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.010125814023796309
date: 2010-04-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03752576152139825
date: 2010-04-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.05307120381916669
date: 2010-04-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.05686447349340018
date: 2010-04-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.045212231631031774
date: 2010-05-03 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.025916090248374823
date: 2010-05-04 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.038777925266648916
date: 2010-05-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.08992906114052329
date: 2010-05-06 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.14905096319662064
date: 2010-05-07 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.16990128082134381
date: 2010-05-10 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.14283791597020035
date: 2010-05-11 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.12878403935093075
date: 2010-05-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10240260645142099
date: 2010-05-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0908290138305875
date: 2010-05-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11151734284997894
date: 2010-05-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.15863283029674097
date: 2010-05-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.17565160922450462
date: 2010-05-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1788632821768446
date: 2010-05-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.19909464698466828
date: 2010-05-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.20088073351149754
date: 2010-05-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.18937650978563758
date: 2010-05-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.16517331512005617
date: 2010-05-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.12203716466482095
date: 2010-05-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04418489951289939
date: 2010-05-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.004731740276233687
date: 2010-06-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.007241195112248189
date: 2010-06-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02000340454881311
date: 2010-06-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.05050268676023306
date: 2010-06-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03395144893024005
date: 2010-06-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03189002537897001
date: 2010-06-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04495952672875647
date: 2010-06-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03663364754731113
date: 2010-06-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.05226498368164667
date: 2010-06-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0605085795112516
date: 2010-06-14 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07492013246104146
date: 2010-06-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12372286696511153
date: 2010-06-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14236873088108729
date: 2010-06-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.15702881735559482
date: 2010-06-18 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14635464964156616
date: 2010-06-21 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11156856237115496
date: 2010-06-22 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07181850911408273
date: 2010-06-23 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03231976948321942
date: 2010-06-24 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0018008462847358964
date: 2010-06-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.004740401568559094
date: 2010-06-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.007758740390963553
date: 2010-06-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.05476215077613933
date: 2010-06-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0832243240127872
date: 2010-07-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10705746248132515
date: 2010-07-02 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.10274329808941458
date: 2010-07-06 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11129044313494978
date: 2010-07-07 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09045878654862433
date: 2010-07-08 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.041887802925647394
date: 2010-07-09 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.007944613539952544
date: 2010-07-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.028023794852641518
date: 2010-07-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0009006038863348526
date: 2010-07-14 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.018382108688494832
date: 2010-07-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.042340629944519655
date: 2010-07-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04786108002813772
date: 2010-07-19 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04094234566754186
date: 2010-07-20 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.047559659282549266
date: 2010-07-21 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.05740606101575069
date: 2010-07-22 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08251565346210471
date: 2010-07-23 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08936747312957205
date: 2010-07-26 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08651225712481153
date: 2010-07-27 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06296350930768312
date: 2010-07-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.05071223629279557
date: 2010-07-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04833974567173899
date: 2010-07-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07226614662819619
date: 2010-08-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12308518686119277
date: 2010-08-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13542366817289103
date: 2010-08-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13116069107309702
date: 2010-08-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1284881185314819
date: 2010-08-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09066698303001897
date: 2010-08-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06971136052532279
date: 2010-08-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.036460810016634926
date: 2010-08-11 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.007220374618271408
date: 2010-08-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.05157988936041086
date: 2010-08-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.08354897069865985
date: 2010-08-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11560098709707345
date: 2010-08-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09399987015385364
date: 2010-08-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09209396641826473
date: 2010-08-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.09380988385838726
date: 2010-08-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11431379749807391
date: 2010-08-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.12623239765511177
date: 2010-08-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.13695782288280464
date: 2010-08-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.13601207138519153
date: 2010-08-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0958256631889175
date: 2010-08-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.053170820749403866
date: 2010-08-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0245097642828475
date: 2010-08-31 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.031326683271246575
date: 2010-09-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0028192706973840242
date: 2010-09-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.044061368643344256
date: 2010-09-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07961333673886997
date: 2010-09-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11537236983272575
date: 2010-09-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1295924675009248
date: 2010-09-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13030437981426918
date: 2010-09-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13224825873700397
date: 2010-09-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13338771081116388
date: 2010-09-14 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13947169202572268
date: 2010-09-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12313416854321188
date: 2010-09-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08577535197425923
date: 2010-09-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06715398904636
date: 2010-09-20 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06523820722373905
date: 2010-09-21 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04088998299343344
date: 2010-09-22 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04295733300928892
date: 2010-09-23 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03117704788733991
date: 2010-09-24 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03677573464508793
date: 2010-09-27 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02607347293576101
date: 2010-09-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.013165574249498213
date: 2010-09-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.015533792940562174
date: 2010-09-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03112126517595709
date: 2010-10-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.04548980220086202
date: 2010-10-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.051869307267252474
date: 2010-10-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07160074198424521
date: 2010-10-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06843479334420133
date: 2010-10-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.06591690342511186
date: 2010-10-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10486866549888929
date: 2010-10-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11402440446247736
date: 2010-10-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11995731711158064
date: 2010-10-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1210047080190585
date: 2010-10-14 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.10388776445144943
date: 2010-10-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0777572144666302
date: 2010-10-18 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.07020150836312511
date: 2010-10-19 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.01045600198578056
date: 2010-10-20 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.002735438498327969
date: 2010-10-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.02846591824651379
date: 2010-10-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.03128730053625617
date: 2010-10-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.021617136634859313
date: 2010-10-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.022214638268986342
date: 2010-10-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.019239975389791664
date: 2010-10-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.01362059106586766
date: 2010-10-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.00391498377461974
date: 2010-11-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.0036181255694745507
date: 2010-11-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.012173680737430193
date: 2010-11-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.03722072735361226
date: 2010-11-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08511104957569998
date: 2010-11-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.11395416474035613
date: 2010-11-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12408005364174896
date: 2010-11-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12873239570728523
date: 2010-11-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1295355144858754
date: 2010-11-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.09767423820168358
date: 2010-11-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.034043071763264626
date: 2010-11-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.029560434883823955
date: 2010-11-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.11050293998175334
date: 2010-11-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.16771415783947885
date: 2010-11-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.15856572884163694
date: 2010-11-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.17712945779534528
date: 2010-11-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.16039629449362408
date: 2010-11-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.17713084255983155
date: 2010-11-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.1134097077773479
date: 2010-11-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.08363988317060095
date: 2010-11-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.04325157451700967
date: 2010-11-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, MACD_val: -0.030598120842797977
date: 2010-12-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.02779803303505156
date: 2010-12-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0717921137981872
date: 2010-12-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.12316891169494873
date: 2010-12-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14234787416433647
date: 2010-12-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14245099107445855
date: 2010-12-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.15199930173821619
date: 2010-12-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14452649353655977
date: 2010-12-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1482000676864229
date: 2010-12-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.14963069565834586
date: 2010-12-14 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.13836621338296273
date: 2010-12-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.1116275209093254
date: 2010-12-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.0965591627345173
date: 2010-12-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, MACD_val: 0.08022075982535884
