date: 2006-04-26 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.6773852521463866, exp3: 0.6139211722312479
date: 2006-04-27 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.6104003340480553, exp3: 0.5865402252109123
date: 2006-04-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.5775479425844168, exp3: 0.5914108363272246
date: 2006-05-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.5302460592591132, exp3: 0.5431645594768142
date: 2006-05-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.5393597536592232, exp3: 0.5344004118530126
date: 2006-05-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.5370418055614188, exp3: 0.5202566909014162
date: 2006-05-04 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.46439471129874477, exp3: 0.4784059223670432
date: 2006-05-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.40447989021921416, exp3: 0.43694419096239506
date: 2006-05-08 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.3403900478005397, exp3: 0.40162724381807957
date: 2006-05-09 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.3043522968585357, exp3: 0.35016027181090137
date: 2006-05-10 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.349682460618439, exp3: 0.3820766921876787
date: 2006-05-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.43227390874648464, exp3: 0.38411320344777344
date: 2006-05-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.4443079491371016, exp3: 0.352135644688576
date: 2006-05-15 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.4098120256175122, exp3: 0.36100319205426445
date: 2006-05-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.325050032405823, exp3: 0.3084621878174585
date: 2006-05-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.29412122721862843, exp3: 0.28425267395417625
date: 2006-05-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.24564427180993675, exp3: 0.2671941970636249
date: 2006-05-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.20568348864348707, exp3: 0.2775672415331531
date: 2006-05-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.06373627601030663, exp3: 0.1747784220195695
date: 2006-05-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.042078360839674644, exp3: 0.12422961362860603
date: 2006-05-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.010782488350084662, exp3: 0.05587815974726713
date: 2006-05-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.06589517969690917, exp3: 0.0061808312934031745
date: 2006-05-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.029705041741806326, exp3: 0.027014046071483205
date: 2006-05-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.040876801582420796, exp3: -0.029246766946320217
date: 2006-05-31 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.027164677990406005, exp3: -0.007489027411626407
date: 2006-06-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.0641450251131701, exp3: -0.005481837260081459
date: 2006-06-02 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.05245158733687205, exp3: 0.0224713985713939
date: 2006-06-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.04184053177242575, exp3: 0.009609012502629972
date: 2006-06-06 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.09800660065653943, exp3: -0.050595160386091916
date: 2006-06-07 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.1680678036437122, exp3: -0.1274429933963881
date: 2006-06-08 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.20933956658374342, exp3: -0.15049163008409835
date: 2006-06-09 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.14967682804515192, exp3: -0.07029858593382514
date: 2006-06-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.16514488896590862, exp3: -0.09460304977180596
date: 2006-06-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.2133783528335691, exp3: -0.08767999217893896
date: 2006-06-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.3459971747122239, exp3: -0.19803219068456318
date: 2006-06-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.41641186170731714, exp3: -0.280389175145996
date: 2006-06-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.5714245030641862, exp3: -0.47731508647108734
date: 2006-06-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.5686914828119143, exp3: -0.47291517958569035
date: 2006-06-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.4763100517896284, exp3: -0.35621688443716837
date: 2006-06-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.46462395496293496, exp3: -0.3552231123887619
date: 2006-06-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.4739258151960932, exp3: -0.4189785676171537
date: 2006-06-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.41785800573541465, exp3: -0.37073635411359296
date: 2006-06-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.35330272164429033, exp3: -0.3218992553126111
date: 2006-06-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.2529841588255586, exp3: -0.24809386401480937
date: 2006-06-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.3198027909562775, exp3: -0.37314385135080413
date: 2006-06-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.2519191036301933, exp3: -0.3222221224229814
date: 2006-06-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.14063737236667606, exp3: -0.24855798656488884
date: 2006-07-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.10232451314638524, exp3: -0.27533232506006367
date: 2006-07-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.0678966317216485, exp3: -0.2685246434191203
date: 2006-07-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.05045648221468113, exp3: -0.15404284275366903
date: 2006-07-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.1844835534075493, exp3: -0.012976801829183135
date: 2006-07-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.1835080467530723, exp3: -0.0003563570878139591
date: 2006-07-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.18303159737726915, exp3: -0.013030731732056045
date: 2006-07-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.2883970315200841, exp3: 0.09660678645563847
date: 2006-07-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.35237557335084446, exp3: 0.161098933526526
date: 2006-07-14 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.4452274792773636, exp3: 0.2566056929335725
date: 2006-07-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.4357904562215893, exp3: 0.27376905266776475
date: 2006-07-18 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.4157485640398271, exp3: 0.29816336171203045
date: 2006-07-19 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.4724198403789508, exp3: 0.4503921814433541
date: 2006-07-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.4774289568615586, exp3: 0.48914538355231046
date: 2006-07-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.39663355748985296, exp3: 0.437297171314504
date: 2006-07-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.3390792971022485, exp3: 0.4296581217538578
date: 2006-07-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.3211013680637649, exp3: 0.4239526351191615
date: 2006-07-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.26415384912920814, exp3: 0.4026635387929189
date: 2006-07-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.240941533820191, exp3: 0.3649839345668098
date: 2006-07-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.17766447477806224, exp3: 0.2768342126617577
date: 2006-07-31 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.19062924217424637, exp3: 0.28760386235800517
date: 2006-08-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.17596108340377725, exp3: 0.24660145923511645
date: 2006-08-02 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.15763184592566049, exp3: 0.1861248930862022
date: 2006-08-03 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.16349020599335162, exp3: 0.18293182007768188
date: 2006-08-04 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.16616011479545278, exp3: 0.16757295373942907
date: 2006-08-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.11122505898751456, exp3: 0.08694395191831869
date: 2006-08-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.07812411858590096, exp3: 0.035828274123194316
date: 2006-08-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.09740974969926341, exp3: 0.06148295893025778
date: 2006-08-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.061522510997068736, exp3: 0.032146361139832325
date: 2006-08-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.028069115924235888, exp3: 0.008655725943155529
date: 2006-08-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.0033293116582449045, exp3: 0.04627174775167481
date: 2006-08-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.08254453593176336, exp3: -0.024841881292134053
date: 2006-08-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.15276019002604713, exp3: -0.09177432211589664
date: 2006-08-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.22687888965520742, exp3: -0.13613521854574331
date: 2006-08-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.3028495314887891, exp3: -0.20549165697976868
date: 2006-08-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.2848392474873158, exp3: -0.17067534513396965
date: 2006-08-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.2663100165453365, exp3: -0.15912416121102124
date: 2006-08-23 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.22576163561930684, exp3: -0.1164306229138034
date: 2006-08-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.28070281474349557, exp3: -0.1919677047667626
date: 2006-08-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.22123838454878708, exp3: -0.15914079046628532
date: 2006-08-28 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.18382283148788403, exp3: -0.1200606907735359
date: 2006-08-29 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.25083051558281966, exp3: -0.1888972992224131
date: 2006-08-30 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.20990019286101713, exp3: -0.13174138713107605
date: 2006-08-31 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.2528474504934408, exp3: -0.21865295503265283
date: 2006-09-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.23151062508850728, exp3: -0.22122448904382372
date: 2006-09-05 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.22491896195695915, exp3: -0.22196338362645082
date: 2006-09-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.24721732102246463, exp3: -0.25369069608073497
date: 2006-09-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.279925512871948, exp3: -0.292283506464298
date: 2006-09-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.2640214203098168, exp3: -0.2666236318999293
date: 2006-09-11 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.33090012393146395, exp3: -0.2994863876397017
date: 2006-09-12 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.38049914559744735, exp3: -0.31435507482120484
date: 2006-09-13 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.44406866408140644, exp3: -0.3456332503134384
date: 2006-09-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.4658441312425836, exp3: -0.3630061044490298
date: 2006-09-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.4926768432000621, exp3: -0.3675989304557184
date: 2006-09-18 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.502721835724607, exp3: -0.3839528506377409
date: 2006-09-19 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.4228727182302201, exp3: -0.30637153718218835
date: 2006-09-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.4610506671719854, exp3: -0.34531029523180695
date: 2006-09-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.49190491694036, exp3: -0.3732953551634732
date: 2006-09-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.41778734985248533, exp3: -0.32083751769083363
date: 2006-09-25 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.44789121566516954, exp3: -0.3449143928756564
date: 2006-09-26 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.43548763086170084, exp3: -0.3630290404728653
date: 2006-09-27 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.4311610502741203, exp3: -0.39666289976658065
date: 2006-09-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.3690583269276999, exp3: -0.3831390531471418
date: 2006-09-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.30655363856586604, exp3: -0.35581744494908146
date: 2006-10-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.2989985811022713, exp3: -0.3964731121284582
date: 2006-10-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.2546168648181073, exp3: -0.3307546768195501
date: 2006-10-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.2344204281095692, exp3: -0.26880518359052874
date: 2006-10-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.20406293206337978, exp3: -0.2585242076965727
date: 2006-10-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.22942283270251096, exp3: -0.2980543050048807
date: 2006-10-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.20282468943664966, exp3: -0.2856777039414673
date: 2006-10-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.16218158231624713, exp3: -0.23963715787290824
date: 2006-10-11 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.1522695334127917, exp3: -0.21282658211055427
date: 2006-10-12 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.15366830611237958, exp3: -0.18765679162769347
date: 2006-10-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: -0.10842735101861578, exp3: -0.16247385263554412
date: 2006-10-16 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.02754392934948413, exp3: -0.043106602494634355
date: 2006-10-17 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.13489498968434788, exp3: 0.021838224144956668
date: 2006-10-18 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.19927237688557753, exp3: 0.09600610494996854
date: 2006-10-19 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.1830416556265746, exp3: 0.09207189334176964
date: 2006-10-20 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.24898170930894992, exp3: 0.17280582207246897
date: 2006-10-23 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.1945319785698274, exp3: 0.1571433416298525
date: 2006-10-24 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.1666225843034681, exp3: 0.13903173283111755
date: 2006-10-25 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.2250712485848787, exp3: 0.2109268047506948
date: 2006-10-26 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.27980925033519455, exp3: 0.24737848002114723
date: 2006-10-27 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.2462603129527352, exp3: 0.184464745786977
date: 2006-10-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.3254214947499001, exp3: 0.29135231491199975
date: 2006-10-31 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.25051920798978244, exp3: 0.2298323891687774
date: 2006-11-01 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.20973055138284735, exp3: 0.21247363191973886
date: 2006-11-02 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.16428363321565342, exp3: 0.15081593782157096
date: 2006-11-03 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.164183908461343, exp3: 0.14548659989785923
date: 2006-11-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.16280911334240145, exp3: 0.12894364525330265
date: 2006-11-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.2662260542732966, exp3: 0.22175795669788959
date: 2006-11-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.3216713653919143, exp3: 0.2884248751538571
date: 2006-11-09 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.2933979045977928, exp3: 0.21072326171020578
date: 2006-11-10 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.32110641998438183, exp3: 0.2528073506985124
date: 2006-11-13 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.2662784243074867, exp3: 0.23015865044664924
date: 2006-11-14 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.24355755928685952, exp3: 0.24484295749650073
date: 2006-11-15 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.23820926658541808, exp3: 0.27019299869798497
date: 2006-11-16 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.2576082027538469, exp3: 0.2943528188928566
date: 2006-11-17 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.12028155942920193, exp3: 0.18217621207773751
date: 2006-11-20 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.054516823867651, exp3: 0.1032907756683185
date: 2006-11-21 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: -0.006515228221470437, exp3: 0.019973338479919372
date: 2006-11-22 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.060437438849277214, exp3: 0.08008559850251687
date: 2006-11-24 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.09549947676921633, exp3: 0.10851128912951961
date: 2006-11-27 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.09703204303900037, exp3: 0.074203457296146
date: 2006-11-28 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.19140676986286564, exp3: 0.17634033914192088
date: 2006-11-29 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.1642368733527455, exp3: 0.1405737989587708
date: 2006-11-30 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.1976451655494138, exp3: 0.12397742848315084
date: 2006-12-01 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.20253235445957074, exp3: 0.0850012449096092
date: 2006-12-04 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.23959271777733093, exp3: 0.11325181066306256
date: 2006-12-05 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.28547972839968594, exp3: 0.16770510595246532
date: 2006-12-06 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.3115643696694015, exp3: 0.23649187336278482
date: 2006-12-07 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.2971965203080629, exp3: 0.2619711924436924
date: 2006-12-08 00:00:00, ticker: DBC, bought: LONG, sold: OUT, macd: 0.24155901361189436, exp3: 0.2138722487802608
date: 2006-12-11 00:00:00, ticker: DBC, bought: OUT, sold: SHORT, macd: 0.19773390659061008, exp3: 0.20264139388204355
